CCLE_ID,depMapID,Name,Pathology,Site_Primary,Site_Subtype1,Site_Subtype2,Site_Subtype3,Histology,Hist_Subtype1,Hist_Subtype2,Hist_Subtype3,Gender,Life_Stage,Age,Race,Geo_Loc,inferred_ethnicity,Site_Of_Finding,Disease,Annotation_Source,OriginalSourceofCellLine,Characteristics,GrowthMedium,Supplements,FreezingMedium,DoublingTimefromVendor,DoublingTimeCalculatedhrs,type,type_refined,PATHOLOGIST_ANNOTATION,mutRate,tcga_code,NameAstra
MORCPR_LUNG,-851,"MOR/CPR",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,Lung Cancer,CCLE,ECACC,"aggregates in suspension","RPMI-1640+ 10%FBS","2mM glutamine; 1ug/ml cisplatin",5,<undefined>,NaN,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,232.8053039,LUAD,
HARA_LUNG,-843,"HARA",metastasis,lung,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,57,asian,<undefined>,Asian,<undefined>,Lung Cancer,CCLE,HSRRB,"ADHERENT; fast grower","RPMI-1640+10% FBS","NA",5,<undefined>,63.7,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,233.5534525,LUSC,HARA
SKOV3_OVARY,-811,"SK-OV-3",metastasis,ovary,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,64,caucasian,<undefined>,Caucasian,ascites,ovarian_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,ovary,ovary,Ovary:Carcinoma,198.9679444,OV,SKOV3
HPAFII_PANCREAS,-94,"HPAF-II",metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,44,caucasian,<undefined>,Caucasian,ascites,<undefined>,CCLE,ATCC,"ADHERENT EPITHELIAL;","EMEM+10% FBS","NA",5,<undefined>,79,pancreas,pancreas,Pancreas:Carcinoma,85.29688898,PAAD,
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-583,"MC116",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,pleura,undifferentiated B lymphoma,CCLE,ATCC,"SUSPENSION LYMPHOBLASTS","RPMI-1640+20%FBS","NA",5,26-28 hrs,44.4,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,132.9188091,DLBC,
NCIH1568_LUNG,-869,"NCI-H1568",metastasis,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,<undefined>,48,caucasian,<undefined>,Caucasian,lymph_node,<undefined>,CCLE,ATCC,"adherent","RPMI+10%FBS","NA",5,<undefined>,67,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,238.7618945,LUAD,
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-440,"CA46",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Asian,ascites,<undefined>,CCLE,ATCC,"Adherent","RPMI + 10 % FBS","NA",5,<undefined>,25.7,lymphoma_Burkitt,lymphoma_Burkitt,Lymphoma:NH_B_cell,135.0411689,DLBC,
A498_KIDNEY,-555,"A-498",primary,kidney,NS,NS,NS,carcinoma,renal_cell_carcinoma,NS,NS,male,<undefined>,52,<undefined>,<undefined>,Caucasian,<undefined>,renal_cell_carcinoma,CCLE,<undefined>,"adherent","EMEM+10%FBS","NA",5,<undefined>,53.6,kidney,kidney,Kidney:Carcinoma,108.0383796,KIRC,A498
BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-923,"BCP-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,male,<undefined>,92,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Supsension","RPMI +20% FBS","NA",5,<undefined>,NaN,lymphoma_other,B-cell_lymphoma_other,Lymphoma:NH_B_cell,353.1008508,DLBC,
A673_BONE,-52,"A-673",primary,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,female,<undefined>,15,<undefined>,<undefined>,Caucasian,<undefined>,Ewings_sarcoma,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,61.21045057,SARC,
AU565_BREAST,-248,"AU565",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,43,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,ATCC,"Adherenet","RPMI 1640 + 10%FBS","NA",5,<undefined>,74.1,breast,breast,Breast:Carcinoma,223.3824299,BRCA,
COLO201_LARGE_INTESTINE,-253,"COLO 201",metastasis,large_intestine,colon,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,70,caucasian,<undefined>,Caucasian,ascites,colon_cancer,CCLE,<undefined>,"Suspension with some loosely attached cells","RPMI-1640+10% FBS","NA",5,<undefined>,NaN,colorectal,colorectal,Colorectal:Carcinoma,94.61007254,COAD/READ,
CAPAN1_PANCREAS,-354,"Capan-1",metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,40,caucasian,<undefined>,Caucasian,liver,<undefined>,CCLE,ATCC,"Adherent","IMDM +20% FBS","NA",5,<undefined>,148.4,pancreas,pancreas,Pancreas:Carcinoma,94.4755242,PAAD,
NCIH1563_LUNG,-892,"NCI-H1563",primary,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent","RPMI+10%FBS","NA",5,<undefined>,165.5,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,272.0403023,LUAD,NCIH1563
NCIH358_LUNG,-860,"NCI-H358",primary,lung,NS,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Caucasian,<undefined>,bronchioalveolar_carcinoma; non-small_cell lung_cancer,CCLE,ATCC,"adherenet","RPMI+10%FBS","NA",5,<undefined>,73.9,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,218.724336,LUAD,NCIH358
CFPAC1_PANCREAS,-138,"CFPAC-1",metastasis,pancreas,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,male,<undefined>,26,caucasian,<undefined>,Caucasian,liver,<undefined>,CCLE,<undefined>,"mixed line  ~ 50-50","IMDM+10%fbs","NA",5,<undefined>,80.2,pancreas,pancreas,Pancreas:Carcinoma,79.90153548,PAAD,
NIHOVCAR3_OVARY,-1,"NIH:OVCAR-3",metastasis,ovary,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,60,caucasian,<undefined>,Caucasian,ascites,ovarian_cancer,CCLE,ATCC,"adherenet; epithelial","RPMI+20%FBS","NA",5,<undefined>,NaN,ovary,ovary,Ovary:Carcinoma,83.80695109,OV,
NCIH1650_LUNG,-35,"NCI-H1650",metastasis,lung,NS,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,male,<undefined>,27,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,ATCC,"adherent; epithelial","RPMI+10%FBS","NA",5,<undefined>,52.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,60.12771707,LUAD,NCIH1650
NCIH1793_LUNG,-888,"NCI-H1793",primary,lung,NS,NS,NS,carcinoma,non_small_cell_carcinoma,NS,NS,female,<undefined>,52,<undefined>,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent; epithelial","DMEM:F12","plethora; see sheet",5,<undefined>,98.1,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,282.9219689,LUAD,NCIH1793
NCIH1437_LUNG,-589,"NCI-H1437",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,6,caucasian,<undefined>,Caucasian,pleura,lung_cancer,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,48.6,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,126.2080661,LUAD,NCIH1437
KNS62_LUNG,-858,"KNS-62",metastasis,lung,bronchus,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,49,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,ATCC,"adherent","EMEM +20%FBS","NA",5,<undefined>,59.2,lung_NSC,lung_NSC,Lung:NSCLC_Squamous,223.1421586,LUSC,KNS62
HS578T_BREAST,-148,"Hs 578T",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,74,caucasian,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,ATCC,"Adherent","DMEM +10 %FBS","NA",5,<undefined>,47.9,breast,breast,Breast:Carcinoma,93.3026384,BRCA,HS578T
BT20_BREAST,-536,"BT-20",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,74,caucasian,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,breast,breast,Breast:Carcinoma,114.1400879,BRCA,BT20
SNU182_LIVER,-483,"SNU-182",primary,liver,NS,NS,NS,carcinoma,hepatocellular_carcinoma,NS,NS,male,<undefined>,24,asian,korea,Asian,<undefined>,hepatocellular_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,liver,liver,Liver:HCC,140.778944,LIHC,
SKNMC_BONE,-39,"SK-N-MC",metastasis,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,female,<undefined>,14,caucasian,<undefined>,Caucasian,supra_orbital_area,neuroepithelioma,CCLE,ATCC,"Adherent epithelial.","EMEM + 10% FBS","NA",5,<undefined>,32.9,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,53.24884517,SARC,
HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-61,"HH",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,adult_T_cell_lymphoma-leukaemia,NS,NS,male,<undefined>,61,caucasian,<undefined>,Caucasian,<undefined>,cutaneous T cell lymphoma,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,T-cell_ALL,T-cell_ALL,Leukemia:ALL,79.63113609,ALL,
FADU_UPPER_AERODIGESTIVE_TRACT,-846,"FaDu",primary,upper_aerodigestive_tract,pharynx,hypopharynx,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,56,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,33.3,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,193.3167422,HNSC,
SJRH30_SOFT_TISSUE,-1189,"SJRH30",metastasis,soft_tissue,striated_muscle,NS,NS,rhabdomyosarcoma,NS,NS,NS,male,<undefined>,17,caucasian,<undefined>,Caucasian,bone_marrow,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,soft_tissue,soft_tissue,NA,NaN,NA,
MDAMB361_BREAST,-934,"MDA-MB-361",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,40,caucasian,<undefined>,Caucasian,central_nervous_system,breast_cancer,CCLE,ATCC,"loosely adherent epithelial","RPMI-20% FBS","NA",5,<undefined>,168.2,breast,breast,Breast:Carcinoma,413.9923146,BRCA,
MDAMB436_BREAST,-573,"MDA-MB-436",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,43,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,ATCC,"Adherent","RPMI-1640 + 10% FBS","10ug/ml bovine insulin; 16ug/ml glutathione",5,<undefined>,58.6,breast,breast,Breast:Carcinoma,151.8206873,BRCA,MDAMB436
PANC0213_PANCREAS,-31,"Panc 02.13",primary,pancreas,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,64,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,pancreas,pancreas,Pancreas:Carcinoma,53.8707524,PAAD,
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-334,"DB",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,male,<undefined>,45,caucasian,<undefined>,Caucasian,ascites,germinal center B-cell-like (GCB) DLBCL,CCLE,ATCC,"suspension","RPMI-1640 + 10% FBS","NA",5,<undefined>,52.6,lymphoma_DLBCL,lymphoma_DLBCL,Lymphoma:NH_B_cell,120.7925694,DLBC,
RDES_BONE,-41,"RD-ES",primary,bone,NS,NS,NS,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,NS,NS,male,<undefined>,19,caucasian,<undefined>,Caucasian,<undefined>,Ewing family tumor,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,Ewings_Sarcoma,Ewings_sarcoma,Bone:Sarcoma_Ewing,75.29215428,SARC,
CAL27_UPPER_AERODIGESTIVE_TRACT,-832,"CAL 27",primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,56,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,29.3,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,186.1487595,HNSC,
MESSA_SOFT_TISSUE,-449,"MES-SA",primary,soft_tissue,fibrous_tissue_and_uncertain_origin,uterus,NS,sarcoma,NS,NS,NS,female,<undefined>,56,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Fibroblast  adherent","McCoy's 5A + 10%FBS","NA",5,<undefined>,35.3,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Others,121.3182747,SARC,
SW1271_LUNG,-890,"SW 1271",primary,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,69,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"adherent; epithelial","Leibovitz's L-15 Medium + 10%FBS","NA",5,<undefined>,NaN,lung_small_cell,lung_small_cell,Lung:SCLC,261.0557486,SCLC,
NCIH1792_LUNG,-496,"NCI-H1792",metastasis,lung,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,male,<undefined>,50,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"adherent","RPMI+10%FBS","NA",5,<undefined>,31.2,lung_NSC,lung_NSC,Lung:NSCLC_Adeno,125.0865901,LUAD,NCIH1792
GCT_SOFT_TISSUE,-835,"GCT",metastasis,soft_tissue,fibrous_tissue_and_uncertain_origin,NS,NS,malignant_fibrous_histiocytoma-pleomorphic_sarcoma,NS,NS,NS,male,<undefined>,29,<undefined>,<undefined>,Caucasian,lung,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,64.6,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_FibrousHistiocytoma,179.4906831,SARC,
SKBR3_BREAST,-17,"SK-BR-3",metastasis,breast,NS,NS,NS,carcinoma,NS,NS,NS,female,<undefined>,43,caucasian,<undefined>,Caucasian,pleura,breast_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,95.3,breast,breast,Breast:Carcinoma,170.5817104,BRCA,
SNU16_STOMACH,-581,"SNU-16",metastasis,stomach,NS,NS,NS,carcinoma,undifferentiated_adenocarcinoma,NS,NS,female,<undefined>,33,asian,<undefined>,Asian,ascites,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,stomach,stomach,Gastric:Carcinoma,154.3977156,STAD,
NCIH82_LUNG,-355,"NCI-H82",metastasis,lung,NS,NS,NS,carcinoma,small_cell_carcinoma,NS,NS,male,<undefined>,41,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"adherent; epithelial","RPMI+10%FBS","NA",5,<undefined>,21.6,lung_small_cell,lung_small_cell,Lung:SCLC,108.504952,SCLC,NCIH82
NCIN87_STOMACH,-427,"NCI-N87",metastasis,stomach,NS,NS,NS,carcinoma,NS,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,African_american,liver,<undefined>,CCLE,<undefined>,"Epithelial adherent","RPMI1640+10%FBS","NA",5,<undefined>,76.7,stomach,stomach,Gastric:Carcinoma,111.3392806,STAD,
U2OS_BONE,-364,"U-2 OS",primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,female,<undefined>,15,caucasian,<undefined>,Caucasian,<undefined>,bone_cancer,CCLE,ATCC,"Adherent","McCoy's 5A +10%FBS","NA",5,<undefined>,NaN,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,103.6905353,SARC,
H4_CENTRAL_NERVOUS_SYSTEM,-389,"H4",primary,central_nervous_system,NS,NS,NS,glioma,NS,NS,NS,male,<undefined>,37,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,35.6,glioma,glioma,CNS:Glioma,108.47913,LGG,
GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-81,"GDM-1",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia,M4,NS,female,<undefined>,66,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,AML,AML,Leukemia:AML,83.72081463,LAML,
HCC1143_BREAST,-374,"HCC1143",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,52,caucasian,<undefined>,Caucasian,<undefined>,breast_cancer,CCLE,ATCC,"Adherent","RPMI+10%FBS","NA",5,<undefined>,214.2,breast,breast,Breast:Carcinoma,113.6520826,BRCA,HCC1143
T24_URINARY_TRACT,-18,"T24",primary,urinary_tract,bladder,NS,NS,carcinoma,transitional_cell_carcinoma,NS,NS,female,<undefined>,81,caucasian,<undefined>,Caucasian,<undefined>,transitional_cell_carcinoma,CCLE,ATCC,"Adherent epithelial","McCoy's 5A +10%","NA",5,<undefined>,38.8,urinary_tract,urinary_tract,Bladder:Carcinoma,94.67528958,BLCA,T24
G401_SOFT_TISSUE,-96,"G-401",primary,soft_tissue,striated_muscle,kidney,NS,rhabdoid_tumour,NS,NS,NS,male,<undefined>,0.25,caucasian,<undefined>,Caucasian,<undefined>,rhabdoid_tumour,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,soft_tissue,soft_tissue,Soft_Tissue:Sarcoma_Rhabdoid,90.26965062,SARC,
HCC1937_BREAST,-223,"HCC1937",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,24,caucasian,<undefined>,Caucasian,<undefined>,ductal_carcinoma,CCLE,ATCC,"adherent; line grows as large epithelial cells with tendency to float at high cell  densitites","RPMI-1640+10% FBS","NA",5,<undefined>,88.8,breast,breast,Breast:Carcinoma,82.85897134,BRCA,HCC1937
HCC1569_BREAST,-930,"HCC1569",primary,breast,NS,NS,NS,carcinoma,metaplastic_carcinoma,NS,NS,female,<undefined>,70,african_american,<undefined>,African_american,<undefined>,metaplastic_breast_carcinoma,CCLE,<undefined>,"mixed","RPMI1640+10%FBS","NA",5,<undefined>,NaN,breast,breast,Breast:Carcinoma,486.8665091,BRCA,
OCUM1_STOMACH,-247,"OCUM-1",primary,stomach,NS,NS,NS,carcinoma,diffuse_adenocarcinoma,NS,NS,female,<undefined>,38,asian,japan,Asian,<undefined>,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,stomach,stomach,Gastric:Carcinoma,133.8681685,STAD,
SAOS2_BONE,-410,"Saos-2",primary,bone,NS,NS,NS,osteosarcoma,NS,NS,NS,female,<undefined>,11,caucasian,<undefined>,Caucasian,<undefined>,osteosarcoma,CCLE,NIBRI,"Adherent epithelial","McCoy's 5A +15%FBS","NA",5,<undefined>,181.8,osteosarcoma,osteosarcoma,Bone:Sarcoma_Osteo,109.3601177,SARC,
D283MED_CENTRAL_NERVOUS_SYSTEM,-55,"D283 Med",metastasis,central_nervous_system,cerebellum,NS,NS,primitive_neuroectodermal_tumour-medulloblastoma,NS,NS,NS,male,<undefined>,6,caucasian,<undefined>,Caucasian,peritoneum,<undefined>,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,243.4,medulloblastoma,medulloblastoma,CNS:Medulloblastoma,85.48175072,MB,
SCC9_UPPER_AERODIGESTIVE_TRACT,-181,"SCC-9",primary,upper_aerodigestive_tract,mouth,tongue,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,25,<undefined>,<undefined>,Caucasian,<undefined>,head_neck_cancer,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,upper_aerodigestive,upper_aerodigestive,Upper_Aerodigestive_Tract:Carcinoma,80.66946436,HNSC,
HCC1395_BREAST,-699,"HCC1395",primary,breast,NS,NS,NS,carcinoma,ductal_carcinoma,NS,NS,female,<undefined>,43,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"ADHERENT EPITHELIAL","RPMI-10% FBS","NA",5,<undefined>,107.3,breast,breast,Breast:Carcinoma,131.1519698,BRCA,HCC1395
NMCG1_CENTRAL_NERVOUS_SYSTEM,-200,"NMC-G1",primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,<undefined>,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSSRB,"Adherent","DMEM +10%FBS","NA",5,<undefined>,137.9,glioma,glioma,CNS:Glioma,99.42966602,LGG,
TEN_ENDOMETRIUM,-397,"TEN",primary,endometrium,NS,NS,NS,carcinoma,clear_cell_carcinoma,NS,NS,female,<undefined>,74,asian,<undefined>,Asian,<undefined>,Endometrial Cancer,CCLE,RIKEN,"<undefined>","MEM + 10% FBS","NA",5,<undefined>,178.9,endometrium,endometrium,Endometrium:Carcinoma,147.1543657,UCEC,
HS604T_FIBROBLAST,-1093,"Hs 604.T",primary,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Hodgkin_lymphoma,NS,NS,male,<undefined>,21,caucasian,<undefined>,Caucasian,<undefined>,<undefined>,CCLE,ATCC,"Adherent","DMEM +10 %FBS","NA",5,<undefined>,NaN,lymphoma_Hodgkin,fibroblast_like,NA,NaN,NA,
TE9_OESOPHAGUS,-694,"TE-9",primary,oesophagus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,NaN,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,RIKEN,"Adherent","RPMI 1640 + 10%FBS","<undefined>",5,<undefined>,106.5,esophagus,esophagus,Oesophagus:Carcinoma,161.0305019,ESCA,
KNS42_CENTRAL_NERVOUS_SYSTEM,-622,"KNS-42",primary,central_nervous_system,brain,NS,NS,glioma,NS,NS,NS,male,<undefined>,16,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSSRB,"Adherent","EMEM + 5% FBS","NA",5,<undefined>,79.7,glioma,glioma,CNS:Glioma,168.9199906,LGG,
KYSE520_OESOPHAGUS,-637,"KYSE-520",primary,oesophagus,lower_third,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,female,<undefined>,58,asian,japan,Asian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","RPMI 1640 +10%FBS","NA",5,<undefined>,121.8,esophagus,esophagus,Oesophagus:Carcinoma,168.9136858,ESCA,
KYSE270_OESOPHAGUS,-873,"KYSE-270",primary,oesophagus,middle_third,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,male,<undefined>,79,asian,japan,Asian,<undefined>,<undefined>,CCLE,DSMZ,"Adherent","RPMI + 10 % FBS","NA",5,<undefined>,153.6,esophagus,esophagus,Oesophagus:Carcinoma,245.3804386,ESCA,
JHUEM1_ENDOMETRIUM,-928,"JHUEM-1",primary,endometrium,NS,NS,NS,carcinoma,adenocarcinoma,NS,NS,female,<undefined>,56,asian,japan,Asian,<undefined>,Endometrial Cancer,CCLE,RIKEN,"adherent with some suspension cells","DMEM:F12(1:1) +15%FBS","NA",5,<undefined>,288.6,endometrium,endometrium,Endometrium:Carcinoma,434.989757,UCEC,
YH13_CENTRAL_NERVOUS_SYSTEM,-469,"YH-13",primary,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,male,<undefined>,40,<undefined>,<undefined>,Asian,<undefined>,<undefined>,CCLE,HSSRB,"Adherent","EMEM + 20% FBS","NA",5,<undefined>,77.1,glioma,glioma,CNS:Glioma_HighGrade,159.4333834,GBM,
IALM_LUNG,-672,"IA-LM",metastasis,lung,NS,NS,NS,carcinoma,large_cell_carcinoma,NS,NS,male,<undefined>,68,asian,japan,Asian,skin,<undefined>,CCLE,RIKEN,"ADHERENT EPITHELIAL;","HAMSF10+ 10% FBS","NA",5,<undefined>,143.2,lung_NSC,lung_NSC,Lung:NSCLC_Large_Cell,196.5950713,NA,
NCIH2052_PLEURA,-153,"NCI-H2052",metastasis,pleura,NS,NS,NS,mesothelioma,NS,NS,NS,male,<undefined>,65,caucasian,<undefined>,Caucasian,pleura,<undefined>,CCLE,ATCC,"adherent","RPMI-1640  +10 % FBS","NA",5,<undefined>,194.2,mesothelioma,mesothelioma,Lung:Mesothelioma,89.75888173,MESO,
EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,-1064,"EB2",metastasis,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Burkitt_lymphoma,NS,NS,female,<undefined>,7,african_american,<undefined>,African_american,ovary,<undefined>,CCLE,NA,"NA","NA","NA",NaN,NA,NaN,lymphoma_Burkitt,lymphoma_Burkitt,NA,NaN,NA,
SKNFI_AUTONOMIC_GANGLIA,-341,"SK-N-FI",metastasis,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,male,<undefined>,11,caucasian,<undefined>,Caucasian,bone_marrow,neuroblastoma,CCLE,NIBRI,"<undefined>","<undefined>","<undefined>",NaN,<undefined>,NaN,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,112.135783,NB,
SKNAS_AUTONOMIC_GANGLIA,-260,"SK-N-AS",primary,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,female,<undefined>,6,caucasian,<undefined>,Caucasian,<undefined>,neuroblastoma,CCLE,ATCC,"Adherent","DMEM + 10% FBS","0.1mM NEAA",5,<undefined>,55.9,neuroblastoma,neuroblastoma,PNET:Neuroblastoma,93.765726,NB,
